,lat,lon,amenity,name,tags,address,Code,Place,is chain
351,49.28402670000001,-123.1122692,cafe,blenz coffee,"{'opening_hours': '24/7', 'addr:street': 'West Hastings Street'}","720-510 W Hastings St, Vancouver, BC V6B 1L8, Canada",V6B,Vancouver (NE Downtown / Harbour Centre / Gastown / Yaletown),True
360,49.2767389,-123.1252348,cafe,starbucks,"{'brand:wikidata': 'Q37158', 'official_name': 'Starbucks Coffee', 'internet_access': 'wlan', 'brand:wikipedia': 'en:Starbucks', 'internet_access:fee': 'no', 'cuisine': 'coffee_shop', 'takeaway': 'yes', 'addr:city': 'Vancouver', 'addr:housenumber': '605', 'opening_hours': 'Mo-Fr 05:30-20:00; Sa,Su 06:00-20:00', 'outdoor_seating': 'yes', 'addr:street': 'Davie Street', 'brand': 'Starbucks'}","605 Davie St, Vancouver, BC V6B 3N3, Canada",V6B,Vancouver (NE Downtown / Harbour Centre / Gastown / Yaletown),True
366,49.28391420000001,-123.1123573,fast_food,subway,"{'brand:wikidata': 'Q244457', 'brand:wikipedia': 'en:Subway (restaurant)', 'cuisine': 'sandwich', 'addr:street': 'Richards Street', 'takeaway': 'yes', 'brand': 'Subway'}","510 W Hastings St #110, Vancouver, BC V6B 1L8, Canada",V6B,Vancouver (NE Downtown / Harbour Centre / Gastown / Yaletown),True
370,49.27838300000001,-123.1149456,cafe,waves coffee house,"{'opening_hours': 'Mo-Fr 06:00-17:30; Sa,Su 07:00-17:00', 'addr:housenumber': '211', 'website': 'https://wavescoffee.com/', 'addr:street': 'Robson Street', 'phone': '+1-604-696-9283'}","211 Robson St, Vancouver, BC V6B 0E8, Canada",V6B,Vancouver (NE Downtown / Harbour Centre / Gastown / Yaletown),True
392,49.2802313,-123.1103114,restaurant,fatburger,{},"111 Dunsmuir St, Vancouver, BC V6B 6A3, Canada",V6B,Vancouver (NE Downtown / Harbour Centre / Gastown / Yaletown),True
394,49.2792636,-123.1078464,fast_food,subway,"{'brand:wikidata': 'Q244457', 'addr:housenumber': '683', 'brand:wikipedia': 'en:Subway (restaurant)', 'opening_hours': 'Mo-Fr 07:00-23:00; Sa-Su 09:00-23:00', 'cuisine': 'sandwich', 'addr:street': 'Abbott Street', 'takeaway': 'yes', 'brand': 'Subway', 'addr:city': 'Vancouver'}","663 Abbott St, Vancouver, BC V6B 6N7, Canada",V6B,Vancouver (NE Downtown / Harbour Centre / Gastown / Yaletown),True
395,49.2809701,-123.107834,cafe,tim hortons,"{'brand:wikidata': 'Q175106', 'addr:housenumber': '108', 'brand:wikipedia': 'en:Tim Hortons', 'opening_hours': '24/7', 'cuisine': 'coffee_shop', 'addr:street': 'West Pender Street', 'takeaway': 'yes', 'brand': 'Tim Hortons', 'addr:city': 'Vancouver'}","108 W Pender St, Vancouver, BC V6B 0K4, Canada",V6B,Vancouver (NE Downtown / Harbour Centre / Gastown / Yaletown),True
400,49.2759195,-123.1245551,restaurant,nuba,"{'addr:housenumber': '508', 'phone': '+1-604-661-4129', 'smoking': 'no', 'opening_hours': 'Su-We 11:30-16:00,17:00-21:00; Th-Sa 11:30-16:00,17:00-22:00', 'cuisine': 'lebanese', 'outdoor_seating': 'yes', 'addr:street': 'Davie Street', 'payment:debit_cards': 'yes', 'addr:city': 'Vancouver'}","1225 Richards St, Vancouver, BC V6B 3G3, Canada",V6B,Vancouver (NE Downtown / Harbour Centre / Gastown / Yaletown),True
401,49.2753352,-123.1237311,fast_food,menchie's frozen yogourt,"{'addr:housenumber': '412', 'drive_through': 'no', 'opening_hours': 'Mo-Su 12:00-22:00', 'outdoor_seating': 'yes', 'addr:street': 'Davie Street', 'addr:city': 'Vancouver'}","412 Davie St, Vancouver, BC V6B 2G3, Canada",V6B,Vancouver (NE Downtown / Harbour Centre / Gastown / Yaletown),True
406,49.28207,-123.1137317,cafe,jj bean,"{'addr:housenumber': '425', 'smoking': 'no', 'opening_hours': 'Mo-Fr 06:00-18:00', 'cuisine': 'coffee', 'addr:street': 'Dunsmuir Street', 'addr:city': 'Vancouver'}","425 Dunsmuir St, Vancouver, BC V6B 1X4, Canada",V6B,Vancouver (NE Downtown / Harbour Centre / Gastown / Yaletown),True
409,49.2799212,-123.1178938,cafe,starbucks,"{'brand:wikidata': 'Q37158', 'official_name': 'Starbucks Coffee', 'addr:housenumber': '498', 'brand:wikipedia': 'en:Starbucks', 'opening_hours': 'Mo-Fr 05:30-21:00; Sa 06:30-21:00; Su 07:00-20:00', 'cuisine': 'coffee_shop', 'addr:street': 'Robson Street', 'takeaway': 'yes', 'brand': 'Starbucks', 'addr:city': 'Vancouver'}","498 Robson St, Vancouver, BC V6B 2B5, Canada",V6B,Vancouver (NE Downtown / Harbour Centre / Gastown / Yaletown),True
411,49.282833,-123.1154195,restaurant,peaceful restaurant,"{'addr:housenumber': '602', 'website': 'http://www.peacefulrestaurant.com', 'phone': '+1-604-313-1333', 'cuisine': 'chinese', 'addr:street': 'Seymour Street', 'addr:postcode': 'V6B 3K4', 'addr:city': 'Vancouver'}","588 Dunsmuir St, Vancouver, BC V6B 1Y1, Canada",V6B,Vancouver (NE Downtown / Harbour Centre / Gastown / Yaletown),True
413,49.285758,-123.1116688,cafe,starbucks,"{'brand:wikidata': 'Q37158', 'official_name': 'Starbucks Coffee', 'brand:wikipedia': 'en:Starbucks', 'cuisine': 'coffee_shop', 'takeaway': 'yes', 'brand': 'Starbucks'}","Waterfront Station, 601 W Cordova St, Vancouver, BC V6B 1G1, Canada",V6B,Vancouver (NE Downtown / Harbour Centre / Gastown / Yaletown),True
418,49.27928170000001,-123.1169322,cafe,starbucks,"{'brand:wikidata': 'Q37158', 'official_name': 'Starbucks Coffee', 'brand:wikipedia': 'en:Starbucks', 'cuisine': 'coffee_shop', 'takeaway': 'yes', 'brand': 'Starbucks'}","388 Robson St, Vancouver, BC V6B 2B2, Canada",V6B,Vancouver (NE Downtown / Harbour Centre / Gastown / Yaletown),True
419,49.2772564,-123.1187373,cafe,starbucks,"{'brand:wikidata': 'Q37158', 'official_name': 'Starbucks Coffee', 'addr:housenumber': '987', 'brand:wikipedia': 'en:Starbucks', 'cuisine': 'coffee_shop', 'addr:street': 'Mainland Street', 'takeaway': 'yes', 'brand': 'Starbucks', 'addr:city': 'Vancouver'}","987 Mainland St, Vancouver, BC V6B 1T2, Canada",V6B,Vancouver (NE Downtown / Harbour Centre / Gastown / Yaletown),True
420,49.2768092,-123.11483429999998,cafe,starbucks,"{'brand:wikidata': 'Q37158', 'official_name': 'Starbucks Coffee', 'addr:housenumber': '868', 'brand:wikipedia': 'en:Starbucks', 'opening_hours': 'Mo-Fr 05:30-20:00; Sa-Su 07:00-19:00', 'cuisine': 'coffee_shop', 'addr:street': 'Beatty Street', 'takeaway': 'yes', 'brand': 'Starbucks'}","858 Beatty St #210, Vancouver, BC V6B 1C1, Canada",V6B,Vancouver (NE Downtown / Harbour Centre / Gastown / Yaletown),True
422,49.27949270000001,-123.1143598,restaurant,triple o’s,{},"700 Hamilton St, Vancouver, BC V6B 2R5, Canada",V6B,Vancouver (NE Downtown / Harbour Centre / Gastown / Yaletown),True
423,49.2788511,-123.11568909999998,fast_food,mcdonald's,"{'brand:wikidata': 'Q38076', 'internet_access': 'wlan', 'brand:wikipedia': ""en:McDonald's"", 'cuisine': 'burger', 'takeaway': 'yes', 'addr:city': 'Vancouver', 'addr:housenumber': '275', 'drive_through': 'no', 'smoking': 'no', 'opening_hours': '24/7', 'outdoor_seating': 'yes', 'addr:street': 'Robson Street', 'brand': ""McDonald's""}","211-275 Robson St, Vancouver, BC V6B 0E7, Canada",V6B,Vancouver (NE Downtown / Harbour Centre / Gastown / Yaletown),True
427,49.2741294,-123.121871,fast_food,jugo juice,"{'addr:province': 'BC', 'addr:housenumber': '202', 'website': 'https://jugojuice.com/', 'drive_through': 'no', 'opening_hours': 'Mo-Fr 07:30-21:00; Sa,Su 08:00-21:00', 'cuisine': 'smoothies', 'addr:street': 'Davie Street', 'addr:city': 'Vancouver'}","202 Davie St, Vancouver, BC V6B 5Z4, Canada",V6B,Vancouver (NE Downtown / Harbour Centre / Gastown / Yaletown),True
429,49.27403620000001,-123.1222575,fast_food,subway,"{'brand:wikidata': 'Q244457', 'addr:housenumber': '1213', 'brand:wikipedia': 'en:Subway (restaurant)', 'drive_through': 'no', 'opening_hours': 'Mo-Th 07:00-01:00; Fr 07:00-02:00; Sa 08:00-02:00; Su 08:00-01:00', 'cuisine': 'sandwich', 'addr:street': 'Pacific Boulevard', 'takeaway': 'yes', 'brand': 'Subway', 'addr:city': 'Vancouver'}","1211 Pacific Blvd, Vancouver, BC V6B 4Y9, Canada",V6B,Vancouver (NE Downtown / Harbour Centre / Gastown / Yaletown),True
430,49.2740162,-123.122343,fast_food,dq orange julius,"{'addr:housenumber': '1217', 'drive_through': 'no', 'opening_hours': 'Mo-Su 11:00-22:00', 'cuisine': 'burger', 'addr:street': 'Pacific Boulevard', 'addr:city': 'Vancouver'}","1223 Pacific Blvd, Vancouver, BC V6B 5X8, Canada",V6B,Vancouver (NE Downtown / Harbour Centre / Gastown / Yaletown),True
437,49.2858989,-123.1122871,fast_food,a&w,"{'internet_access': 'wlan', 'cuisine': 'burger'}","34-601 W Cordova St, Vancouver, BC V6B 1G1, Canada",V6B,Vancouver (NE Downtown / Harbour Centre / Gastown / Yaletown),True
438,49.2859088,-123.1119662,fast_food,subway,"{'brand:wikidata': 'Q244457', 'brand:wikipedia': 'en:Subway (restaurant)', 'drive_through': 'no', 'cuisine': 'sandwich', 'takeaway': 'yes', 'brand': 'Subway'}","34-601 W Cordova St, Vancouver, BC V6B 1G1, Canada",V6B,Vancouver (NE Downtown / Harbour Centre / Gastown / Yaletown),True
439,49.2858583,-123.1118595,cafe,jugo juice,{'outdoor_seating': 'no'},"34-601 W Cordova St, Vancouver, BC V6B 1G1, Canada",V6B,Vancouver (NE Downtown / Harbour Centre / Gastown / Yaletown),True
440,49.2745255,-123.1224197,cafe,caffé artigiano,"{'opening_hours': 'Mo-Su 06:00-18:00', 'addr:housenumber': '302', 'outdoor_seating': 'yes', 'addr:street': 'Davie Street'}","302 Davie St, Vancouver, BC V6B 5Z6, Canada",V6B,Vancouver (NE Downtown / Harbour Centre / Gastown / Yaletown),True
446,49.2843874,-123.1086358,cafe,starbucks,"{'brand:wikidata': 'Q37158', 'official_name': 'Starbucks Coffee', 'internet_access': 'wlan', 'brand:wikipedia': 'en:Starbucks', 'opening_hours': 'Mo-Fr 06:00-22:00; Sa 06:30-22:00; Su 06:30-21:00', 'cuisine': 'coffee_shop', 'takeaway': 'yes', 'brand': 'Starbucks'}","235 Water St, Vancouver, BC V6B 1A7, Canada",V6B,Vancouver (NE Downtown / Harbour Centre / Gastown / Yaletown),True
447,49.2819109,-123.1135011,restaurant,white spot,"{'brand:wikidata': 'Q7995414', 'wheelchair': 'yes', 'brand:wikipedia': 'en:White Spot', 'cuisine': 'burger', 'addr:postcode': 'V6B 1X4', 'addr:city': 'Vancouver', 'capacity': '249', 'diet:vegetarian': 'yes', 'addr:housenumber': '405', 'smoking': 'no', 'opening_hours': 'Mo-Th 06:30-23:00; Fr 06:30-00:00; Sa 08:00-00:00; Su 08:00-23:00', 'addr:street': 'Dunsmuir Street', 'brand': 'White Spot'}","405 Dunsmuir St, Vancouver, BC V6B 1X4, Canada",V6B,Vancouver (NE Downtown / Harbour Centre / Gastown / Yaletown),True
452,49.2657244,-123.2430971,fast_food,red burrito,{'cuisine': 'mexican'},"2192 Western Pkwy, Vancouver, BC V6T 1W6, Canada",V6T,Vancouver (UBC),True
453,49.2661113,-123.2420861,fast_food,pita pit,"{'brand:wikidata': 'Q7757289', 'cuisine': 'pita', 'takeaway': 'yes', 'brand': 'Pita Pit', 'brand:wikipedia': 'en:Pita Pit'}","5717 Dalhousie Rd, Vancouver, BC V6T 1T5, Canada",V6T,Vancouver (UBC),True
455,49.2656284,-123.2543584,cafe,tim hortons,"{'brand:wikidata': 'Q175106', 'wheelchair': 'yes', 'brand:wikipedia': 'en:Tim Hortons', 'cuisine': 'coffee_shop', 'takeaway': 'yes', 'brand': 'Tim Hortons'}","2033 Main Mall, Vancouver, BC V6T 1Z2, Canada",V6T,Vancouver (UBC),True
456,49.2656704,-123.2542726,fast_food,pizza pizza,"{'brand:wikidata': 'Q1194143', 'cuisine': 'pizza', 'takeaway': 'yes', 'brand': 'Pizza Pizza', 'brand:wikipedia': 'en:Pizza Pizza'}","2033 Main Mall, Vancouver, BC V6T 1Z2, Canada",V6T,Vancouver (UBC),True
459,49.2658558,-123.2544402,restaurant,triple o's,"{'wheelchair': 'yes', 'cuisine': 'burger'}","6326 Agricultural Rd, Vancouver, BC V6T 1Z2, Canada",V6T,Vancouver (UBC),True
460,49.2601863,-123.2483972,fast_food,tim hortons,{'wheelchair': 'yes'},"2130 Sopron Ln, Vancouver, BC V6T 1Z4, Canada",V6T,Vancouver (UBC),True
462,49.253994,-123.23535459999998,restaurant,togo sushi,"{'addr:housenumber': '3380', 'website': 'http://www.togosushi.ca/', 'cuisine': 'sushi', 'addr:street': 'Shrum Lane', 'entrance': 'yes', 'addr:postcode': 'V6S 0B9', 'addr:city': 'Vancouver'}","3380 Shrum Lane, Vancouver, BC V6T 1W5, Canada",V6T,Vancouver (UBC),True
464,49.26521760000001,-123.2507822,cafe,starbucks,"{'brand:wikidata': 'Q37158', 'cuisine': 'coffee_shop', 'takeaway': 'yes', 'brand': 'Starbucks', 'brand:wikipedia': 'en:Starbucks'}","2125 E Mall, Vancouver, BC V6T 2A1, Canada",V6T,Vancouver (UBC),True
474,49.254194,-123.2360217,restaurant,neptune chinese kitchen,{'cuisine': 'chinese'},"3337 Shrum Lane, Vancouver, BC V6T 1W5, Canada",V6T,Vancouver (UBC),True
475,49.2658614,-123.24279479999998,cafe,starbucks,"{'brand:wikidata': 'Q37158', 'cuisine': 'coffee_shop', 'takeaway': 'yes', 'brand': 'Starbucks', 'brand:wikipedia': 'en:Starbucks'}","5763 Dalhousie Rd, Vancouver, BC V6T 1W4, Canada",V6T,Vancouver (UBC),True
483,49.2663694,-123.2468096,cafe,j j bean,{},"6005 University Blvd, Vancouver, BC V6T 2B8, Canada",V6T,Vancouver (UBC),True
484,49.266267,-123.2473433,fast_food,uncle fatih's pizza,{'cuisine': 'pizza'},"6045 University Blvd, Vancouver, BC V6T, Canada",V6T,Vancouver (UBC),True
487,49.267402,-123.24959640000002,fast_food,subway,"{'brand:wikidata': 'Q244457', 'cuisine': 'sandwich', 'takeaway': 'yes', 'brand': 'Subway', 'brand:wikipedia': 'en:Subway (restaurant)'}","6100 Student Union Blvd, Vancouver, BC V6T 2B9, Canada",V6T,Vancouver (UBC),True
488,49.2673302,-123.2497546,fast_food,booster juice,"{'brand:wikidata': 'Q4943796', 'cuisine': 'juice', 'takeaway': 'yes', 'brand': 'Booster Juice', 'brand:wikipedia': 'en:Booster Juice'}","6100 Student Union Blvd, Vancouver, BC V6T 2B9, Canada",V6T,Vancouver (UBC),True
489,49.26727070000001,-123.249929,cafe,starbucks,"{'brand:wikidata': 'Q37158', 'official_name': 'Starbucks Coffee', 'brand:wikipedia': 'en:Starbucks', 'cuisine': 'coffee_shop', 'takeaway': 'yes', 'brand': 'Starbucks'}","6100 Student Union Blvd, Vancouver, BC V6T 2B9, Canada",V6T,Vancouver (UBC),True
491,49.2612715,-123.2465592,cafe,starbucks,"{'brand:wikidata': 'Q37158', 'official_name': 'Starbucks Coffee', 'air_conditioning': 'yes', 'internet_access': 'wlan', 'brand:wikipedia': 'en:Starbucks', 'internet_access:fee': 'no', 'cuisine': 'coffee_shop', 'addr:postcode': 'V6T 1L9', 'takeaway': 'yes', 'addr:city': 'Vancouver', 'addr:housenumber': '6190', 'opening_hours': '05:30-22:30', 'outdoor_seating': 'yes', 'addr:street': 'Agronomy Road', 'brand': 'Starbucks'}","104 E Mall, Vancouver, BC V6T, Canada",V6T,Vancouver (UBC),True
492,49.2610518,-123.2482235,restaurant,pacific poke,"{'wheelchair': 'yes', 'delivery': 'no', 'internet_access': 'wlan', 'smoking': 'no', 'cuisine': 'asian', 'name:en': 'Pacific Pokè', 'addr:street': 'Agronomy Road', 'takeaway': 'yes', 'operator': 'UBC Food Services'}","Hugh Dempster Pavilion, 6245 Agronomy Rd, Vancouver, BC V6T 1Z4, Canada",V6T,Vancouver (UBC),True
494,49.26218660000001,-123.2501357,cafe,starbucks,"{'brand:wikidata': 'Q37158', 'cuisine': 'coffee_shop', 'takeaway': 'yes', 'brand': 'Starbucks', 'brand:wikipedia': 'en:Starbucks'}","Fred Kaiser Bldg, 2332 Main Mall, Vancouver, BC V6T 1Z4, Canada",V6T,Vancouver (UBC),True
495,49.26668170000001,-123.2425065,fast_food,mcdonald's,"{'brand:wikidata': 'Q38076', 'website': 'http://www.mcdonalds.ca/', 'internet_access': 'wlan', 'brand:wikipedia': ""en:McDonald's"", 'drive_through': 'no', 'cuisine': 'burger', 'takeaway': 'yes', 'brand': ""McDonald's""}","5728 University Blvd, Vancouver, BC V6T 1K6, Canada",V6T,Vancouver (UBC),True
500,49.26591679999999,-123.2431691,fast_food,subway,"{'brand:wikidata': 'Q244457', 'addr:housenumber': '2178', 'brand:wikipedia': 'en:Subway (restaurant)', 'opening_hours': 'Mo-Fr 09:00-22:00; Sa-Su 09:00-22:00', 'cuisine': 'sandwich', 'addr:street': 'Western Parkway', 'takeaway': 'yes', 'brand': 'Subway'}","2182 Western Pkwy, Vancouver, BC V6T, Canada",V6T,Vancouver (UBC),True
501,49.2664689,-123.2433848,fast_food,a&w,"{'brand:wikidata': 'Q2818848', 'website': 'http://www.aw.ca', 'brand:wikipedia': 'en:A&W (Canada)', 'cuisine': 'burger', 'takeaway': 'yes', 'brand': 'A&W'}","5754 University Blvd, Vancouver, BC V6T 1K6, Canada",V6T,Vancouver (UBC),True
502,49.2664557,-123.2434869,fast_food,pizza garden,{'cuisine': 'pizza'},"5796 University Blvd, Vancouver, BC V6T 1K6, Canada",V6T,Vancouver (UBC),True
504,49.2588402,-123.2480899,cafe,bean around the world,"{'wheelchair': 'yes', 'website': 'https://www.batwcoffee.com', 'air_conditioning': 'yes', 'internet_access': 'wlan', 'internet_access:fee': 'no', 'cuisine': 'coffee_shop', 'takeaway': 'yes', 'operator': 'Bean Around The World Coffees'}","Old Barn Community Centre, 6308 Thunderbird Blvd, Vancouver, BC V6T 1Z4, Canada",V6T,Vancouver (UBC),True
507,49.1935797,-123.1807883,cafe,tim hortons,"{'brand:wikidata': 'Q175106', 'level': '0', 'brand:wikipedia': 'en:Tim Hortons', 'cuisine': 'coffee_shop', 'indoor': 'yes', 'takeaway': 'yes', 'brand': 'Tim Hortons'}","3211 Grant McConachie, Richmond, BC V7B 1K7, Canada",V7B,Richmond (Sea Island / YVR),True
509,49.197754,-123.1407889,cafe,caffè artigiano,"{'website': 'https://www.caffeartigiano.com', 'internet_access': 'wlan', 'internet_access:fee': 'no', 'opening_hours': 'Mo-Sa 09:00-21:00; Su,PH 09:00-19:00', 'outdoor_seating': 'yes', 'addr:unit': '82'}","1082-7899 Templeton Station Rd, Richmond, BC V7B 0B7, Canada",V7B,Richmond (Sea Island / YVR),True
515,49.1960345,-123.1771649,fast_food,wendy's,"{'brand:wikidata': 'Q550258', 'addr:housenumber': '3880', 'brand:wikipedia': ""en:Wendy's"", 'cuisine': 'burger', 'addr:street': 'Grant McConachie Way', 'takeaway': 'yes', 'brand': ""Wendy's""}","3211 Grant McConachie Way, Richmond, BC V7B 0A4, Canada",V7B,Richmond (Sea Island / YVR),True
520,49.1953403,-123.1828912,cafe,starbucks,"{'brand:wikidata': 'Q37158', 'official_name': 'Starbucks Coffee', 'brand:wikipedia': 'en:Starbucks', 'cuisine': 'coffee_shop', 'name:en': 'Starbucks', 'takeaway': 'yes', 'brand': 'Starbucks'}","3211 Grant McConachie Way, Richmond, BC V7B 0A4, Canada",V7B,Richmond (Sea Island / YVR),True
524,49.1958534,-123.1769814,fast_food,freshii,{},"3883 Grant McConachie Way, Richmond, BC V7B 1W2, Canada",V7B,Richmond (Sea Island / YVR),True
526,49.197642,-123.1745765,cafe,tim hortons,"{'brand:wikidata': 'Q175106', 'cuisine': 'coffee_shop', 'takeaway': 'yes', 'brand': 'Tim Hortons', 'brand:wikipedia': 'en:Tim Hortons'}","Vancouver International Airport (YVR) Domestic and International Terminals, 3211 Grant McConachie Way, Richmond, BC V7B 0A4, Canada",V7B,Richmond (Sea Island / YVR),True
528,49.1918172,-123.168934,cafe,tim hortons,"{'brand:wikidata': 'Q175106', 'website': 'https://www.timhortons.com/ca/en/locations/get-directions.php?id=105362', 'brand:wikipedia': 'en:Tim Hortons', 'cuisine': 'coffee_shop', 'takeaway': 'yes', 'brand': 'Tim Hortons', 'addr:unit': '109'}","109-5000 Miller Rd, Richmond, BC V7B 1K6, Canada",V7B,Richmond (Sea Island / YVR),True
530,49.197483,-123.177973,cafe,starbucks,"{'brand:wikidata': 'Q37158', 'official_name': 'Starbucks Coffee', 'brand:wikipedia': 'en:Starbucks', 'cuisine': 'coffee_shop', 'takeaway': 'yes', 'brand': 'Starbucks'}","Vancouver International Airport (YVR) Domestic and International Terminals, 3211 Grant McConachie Way, Richmond, BC V7B 0A4, Canada",V7B,Richmond (Sea Island / YVR),True
531,49.197546,-123.178164,fast_food,pizza hut express,"{'brand:wikidata': 'Q191615', 'cuisine': 'pizza', 'takeaway': 'yes', 'brand': 'Pizza Hut', 'brand:wikipedia': 'en:Pizza Hut'}","Vancouver International Airport (YVR) Domestic and International Terminals, 3211 Grant McConachie Way, Richmond, BC V7B 0A4, Canada",V7B,Richmond (Sea Island / YVR),True
532,49.197361,-123.178806,restaurant,milestones,{},"3380 Grant McConachie Way, Richmond, BC V7B 0A5, Canada",V7B,Richmond (Sea Island / YVR),True
535,49.197857,-123.178461,fast_food,subway,"{'brand:wikidata': 'Q244457', 'brand:wikipedia': 'en:Subway (restaurant)', 'opening_hours': 'Mo-Su 09:00-23:00', 'cuisine': 'sandwich', 'takeaway': 'yes', 'brand': 'Subway'}","3211 Grant McConachie Way, Richmond, BC V7B 0A4, Canada",V7B,Richmond (Sea Island / YVR),True
536,49.197921,-123.178503,fast_food,a&w,"{'brand:wikidata': 'Q2818848', 'cuisine': 'burger', 'takeaway': 'yes', 'brand': 'A&W', 'brand:wikipedia': 'en:A&W (Canada)'}","3380 Grant McConachie Way, Richmond, BC V7B 0A5, Canada",V7B,Richmond (Sea Island / YVR),True
538,49.1971835,-123.1754826,cafe,tim hortons,"{'brand:wikidata': 'Q175106', 'addr:housenumber': '3211', 'website': 'https://www.timhortons.com/', 'brand:wikipedia': 'en:Tim Hortons', 'cuisine': 'coffee_shop', 'addr:street': 'Grant McConachie Way', 'takeaway': 'yes', 'brand': 'Tim Hortons', 'operator': 'Restaurant Brands International Inc.'}","Vancouver International Airport (YVR) Domestic and International Terminals, 3211 Grant McConachie Way, Richmond, BC V7B 0A4, Canada",V7B,Richmond (Sea Island / YVR),True
