,lat,lon,timestamp,amenity,name,tags
754,49.2498744,-123.1007808,2020-02-03T00:34:17.000-08:00,restaurant,old bird,"{'addr:province': 'BC', 'addr:housenumber': '3950', 'addr:street': 'Main Street', 'addr:city': 'Vancouver'}"
755,49.2797553,-123.0999341,2016-10-24T07:11:31.000-07:00,restaurant,virtuous pie,{'name:en': 'Virtuous Pie'}
757,49.2796195,-123.0999337,2020-06-11T20:27:15.000-07:00,cafe,starbucks,"{'brand:wikidata': 'Q37158', 'official_name': 'Starbucks Coffee', 'brand:wikipedia': 'en:Starbucks', 'cuisine': 'coffee_shop', 'name:en': 'Starbucks', 'takeaway': 'yes', 'brand': 'Starbucks'}"
759,49.2262222,-123.1287693,2016-10-24T06:57:21.000-07:00,fast_food,tim hortons,{'name:en': 'Tim Hortons'}
760,49.2452109,-123.101511,2017-04-01T04:50:11.000-07:00,restaurant,east is east - main st,"{'addr:housenumber': '4433', 'name:en': 'East is East', 'addr:street': 'Main Street'}"
761,49.2327522,-123.1172852,2016-10-24T07:19:47.000-07:00,cafe,blenz,{'name:en': 'Blenz'}
764,49.1697933,-123.1378771,2017-07-19T23:02:01.000-07:00,restaurant,kirin seafood restaurant,"{'addr:housenumber': '7900', 'addr:street': 'Westminster Highway'}"
766,49.2890376,-123.1320221,2016-09-28T04:42:02.000-07:00,restaurant,liuyishou hotpot robson,"{'addr:housenumber': '1542', 'addr:street': 'Robson Street'}"
767,49.0763979,-122.3935046,2017-02-20T16:26:09.000-08:00,restaurant,brambles bistro,{}
768,49.2792232,-123.1168269,2020-03-08T23:06:19.000-07:00,cafe,gong cha,"{'addr:province': 'BC', 'addr:housenumber': '386', 'payment:credit_cards': 'yes', 'internet_access': 'wlan', 'internet_access:fee': 'no', 'cuisine': 'bubble_tea', 'name:en': 'Gong Cha', 'addr:street': 'Robson Street', 'payment:debit_cards': 'yes', 'addr:city': 'Vancouver'}"
781,49.1872417,-123.131495,2019-09-13T13:56:59.000-07:00,restaurant,the captain's boil,"{'addr:housenumber': '1226-8338', 'website': 'https://www.thecaptainsboil.com/', 'phone': '+1-604-279-0158', 'opening_hours': 'Su-Th 23:00-12:00; Fr-Sa 23:00-13:00', 'cuisine': 'seafood', 'addr:street': 'Capstan Way', 'addr:postcode': 'V6X 4B5', 'addr:city': 'Richmond'}"
782,49.1874849,-123.1312122,2018-09-27T08:15:39.000-07:00,restaurant,kyabia,"{'opening_hours': 'Mo-Su 05:00-13:00', 'cuisine': 'japanese', 'addr:housenumber': '#1028-8300', 'name:en': 'Kyabia'}"
783,49.2766268,-123.1001058,2018-10-26T20:30:47.000-07:00,restaurant,pizza farina,"{'addr:housenumber': '915', 'website': 'http://www.pizzeriafarina.com', 'phone': '+1-604-681-9334', 'opening_hours': 'Mo-Su 17:00-22:00', 'cuisine': 'pizza', 'name:en': 'Pizza Farina', 'addr:street': 'Main Street'}"
784,49.2037589,-122.9046452,2019-05-11T06:07:56.000-07:00,fast_food,eats at the pier,"{'cuisine': 'burger;ice_cream', 'website': 'newwestpcr.ca'}"
786,49.0497709,-122.3190013,2019-09-02T22:08:26.000-07:00,fast_food,,"{'official_name': 'Kami Sushi Enterprises', 'alt_name': 'Kami Sushi', 'website': 'https://www.healthspace.ca/clients/FHA/FHA_Website.nsf/Food-FacilityHistory?OpenView&RestrictToCategory=C8A57E6F8E89394288257C3F0074E5BD', 'opening_hours': 'PH,Su 11:00-17:00; Mo-We,Sa 09:30-17:30; Th,Fr 09:30-21:00', 'cuisine': 'sushi', 'addr:unit': '24B'}"
787,49.0497717,-122.3189143,2019-09-02T22:08:26.000-07:00,cafe,sticky buns & more,"{'opening_hours': 'PH,Su 11:00-17:00; Mo-We,Sa 09:30-17:30; Th,Fr 09:30-21:00', 'addr:unit': '24A'}"
788,49.2743218,-123.1269429,2019-09-13T13:56:59.000-07:00,restaurant,kaide sushi bar,"{'addr:housenumber': '1375', 'website': 'http://vancouverkaidesushi.com', 'phone': '+1-604-681-5886', 'opening_hours': 'Tu-Th 11:30-21:00; Sa 17:00-22:00; Fr 11:30-22:00', 'cuisine': 'sushi', 'name:en': 'Kaide Sushi Bar', 'addr:street': 'Richards Street', 'addr:postcode': 'V6Z 2X6', 'addr:city': 'Vancouver'}"
801,49.1968099,-123.140177,2020-01-13T01:51:46.000-08:00,restaurant,bibo italian restaurant,"{'cuisine': 'italian', 'alt_name': 'BiBo Pizzeria', 'addr:unit': '67c'}"
802,49.197754,-123.1407889,2020-01-13T06:13:45.000-08:00,cafe,caffè artigiano,"{'website': 'https://www.caffeartigiano.com', 'internet_access': 'wlan', 'internet_access:fee': 'no', 'opening_hours': 'Mo-Sa 09:00-21:00; Su,PH 09:00-19:00', 'outdoor_seating': 'yes', 'addr:unit': '82'}"
803,49.1967129,-123.1395095,2020-01-13T01:51:46.000-08:00,fast_food,japadog,"{'cuisine': 'hot_dog', 'addr:unit': '64'}"
804,49.1967246,-123.1396099,2017-04-27T06:50:34.000-07:00,restaurant,ryuu izakaya,"{'cuisine': 'japanese', 'alt_name': 'Ryuu Japanese Kitchen', 'addr:unit': '64a'}"
805,49.1968225,-123.1404204,2017-04-27T06:50:37.000-07:00,restaurant,neptune wonton noodle,"{'cuisine': 'chinese', 'addr:unit': '67a'}"
808,49.2909348,-123.1360437,2019-09-13T13:56:59.000-07:00,restaurant,sushiholic,"{'addr:housenumber': '836', 'addr:street': 'Denman Street', 'addr:city': 'Vancouver'}"
809,49.1794492,-123.1341606,2016-10-19T08:11:16.000-07:00,restaurant,felicos restaurant,"{'cuisine': 'greek', 'addr:housenumber': '8140'}"
810,49.1250427,-123.1853319,2020-01-04T06:29:22.000-08:00,restaurant,kisamos greek taverna,"{'addr:housenumber': '3420', 'website': 'https://kisamostaverna.com/', 'phone': '+1-604-277-5626', 'opening_hours': 'Mo-Fr 11:30-21:00; Sa 11:00-21:30; Su 12:30-21:30', 'cuisine': 'greek', 'addr:street': 'Moncton Street', 'addr:city': 'Richmond'}"
811,49.1630451,-123.1363249,2016-10-15T06:26:12.000-07:00,restaurant,pho lan beef noodle soup,"{'cuisine': 'vietnamese', 'addr:housenumber': '6950', 'addr:street': 'No. 3 Road'}"
832,49.2812722,-123.0472413,2018-06-20T15:12:21.000-07:00,restaurant,le petit saigon,"{'addr:housenumber': '2783', 'phone': '+1-604-251-6340', 'cuisine': 'vietnamese', 'addr:street': 'East Hastings Street', 'takeaway': 'yes', 'addr:city': 'Vancouver'}"
833,49.2725297,-123.0562043,2019-09-02T22:08:26.000-07:00,fast_food,panago pizza,"{'delivery': 'yes', 'addr:housenumber': '1386', 'drive_through': 'no', 'opening_hours': 'Su-Th 11:00-00:00; Fr,Sa 11:00-01:00; PH 11:00-00:00', 'cuisine': 'pizza', 'addr:street': 'Nanaimo Street', 'addr:city': 'Vancouver'}"
837,49.1624624,-122.655793,2016-10-18T01:14:07.000-07:00,restaurant,ocean park pizza & steakhouse,{'name:en': 'Ocean Park Pizza & Steakhouse'}
838,49.1622956,-122.6548929,2019-09-23T20:13:22.000-07:00,bar,walnut grove pub & liqour store,{'name:en': 'Walnut Grove Pub & Liqour Store'}
841,49.1761814,-123.1306688,2020-02-01T22:08:40.000-08:00,restaurant,bull king bbq,"{'addr:province': 'BC', 'addr:housenumber': '5300', 'cuisine': 'asian', 'addr:street': 'Number 3 Road', 'addr:unit': '322', 'addr:city': 'Richmond'}"
842,49.1761102,-123.1309092,2019-09-13T13:56:59.000-07:00,restaurant,gingeri chinese cuisine,"{'cuisine': 'chinese', 'addr:housenumber': '#323 5300', 'addr:street': 'Number 3 Road', 'addr:city': 'Richmond'}"
843,49.175972,-123.1306582,2019-10-09T05:49:19.000-07:00,restaurant,happy lamb hot pot,{}
844,49.1764107,-123.1323338,2016-10-18T05:53:04.000-07:00,restaurant,toku japanese restaurant,{'cuisine': 'japanese'}
851,49.2457903,-122.8916363,2018-05-05T21:21:46.000-07:00,restaurant,pho 99,{'cuisine': 'vietnamese'}
852,49.2457299,-122.891401,2018-05-05T21:21:46.000-07:00,restaurant,insadong,{'cuisine': 'korean'}
853,49.2462257,-122.8918439,2019-09-13T13:57:04.000-07:00,restaurant,best sushi n kitchen,"{'addr:housenumber': '403', 'cuisine': 'japanese;korean;sushi', 'addr:street': 'North Road', 'addr:postcode': 'V3K 3V9', 'addr:unit': '205', 'addr:city': 'Coquitlam'}"
854,49.2451974,-122.8921762,2019-09-13T13:57:04.000-07:00,restaurant,wings tap and grill,"{'cuisine': 'pub', 'addr:housenumber': '345', 'addr:street': 'North Road', 'addr:postcode': 'V3K 3V8', 'addr:city': 'Coquitlam'}"
856,49.2687365,-123.0457293,2020-03-25T19:22:32.000-07:00,restaurant,fuku ramen,"{'opening_hours': 'Tu-Sa 11:30-21:00; Su 12:00-21:00', 'phone': '+16016200200', 'level': '0'}"
869,49.2827166,-123.1048014,2019-09-18T23:00:49.000-07:00,restaurant,tacofino,"{'addr:housenumber': '15', 'payment:credit_cards': 'yes', 'smoking': 'no', 'cuisine': 'taco;mexican', 'outdoor_seating': 'yes', 'addr:street': 'West Cordova Street', 'payment:debit_cards': 'yes', 'takeaway': 'yes', 'addr:city': 'Vancouver'}"
882,49.2813057,-123.1079703,2018-10-26T20:30:46.000-07:00,restaurant,mirai sushi,"{'addr:housenumber': '117', 'internet_access': 'wlan', 'phone': '+1-778-379-2588', 'opening_hours': 'Mo-Fr 11:30-00:00; Sa 12:00-00:00', 'cuisine': 'japanese;sushi', 'outdoor_seating': 'no', 'addr:street': 'West Pender Street', 'addr:postcode': 'V6B 1S5', 'takeaway': 'yes', 'email': 'miraisushi117@gmail.com'}"
901,49.1960486,-123.177943,2018-10-26T20:30:46.000-07:00,restaurant,hanami,"{'cuisine': 'japanese;sushi', 'phone': '+1-604-821-9932', 'addr:postcode': 'V7B 1Y7'}"
902,49.1653656,-122.6614878,2019-06-07T13:28:04.000-07:00,restaurant,round table pizza,"{'brand:wikidata': 'Q7371139', 'cuisine': 'pizza', 'name:en': 'Round Table Pizza', 'brand': 'Round Table Pizza', 'brand:wikipedia': 'en:Round Table Pizza'}"
903,49.1674933,-122.6674453,2019-06-07T13:28:04.000-07:00,restaurant,boston pizza,"{'brand:wikidata': 'Q894578', 'addr:housenumber': '20090', 'brand:wikipedia': 'en:Boston Pizza', 'cuisine': 'pizza', 'name:en': 'Boston Pizza', 'addr:street': '91A Avenue', 'brand': 'Boston Pizza'}"
905,49.1633833,-122.6594915,2020-02-11T02:31:22.000-08:00,fast_food,taco del mar,"{'brand:wikidata': 'Q7673972', 'brand:wikipedia': 'en:Taco del Mar', 'cuisine': 'mexican', 'name:en': 'Taco Del Mar', 'takeaway': 'yes', 'brand': 'Taco Del Mar'}"
906,49.1660159,-122.6635496,2019-03-08T20:32:22.000-08:00,restaurant,pizza hut,"{'brand:wikidata': 'Q191615', 'addr:housenumber': '20159', 'brand:wikipedia': 'en:Pizza Hut', 'cuisine': 'pizza', 'name:en': 'Pizza Hut', 'addr:street': '88 Avenue', 'brand': 'Pizza Hut'}"
907,49.1672102,-122.6661043,2019-08-24T15:24:21.000-07:00,restaurant,montana's,"{'brand:wikidata': 'Q17022490', 'official_name': ""Montana's BBQ & Bar"", 'addr:housenumber': '20090', 'brand:wikipedia': ""en:Montana's BBQ & Bar"", 'cuisine': 'barbecue', 'name:en': ""Montana's"", 'addr:street': '91A Avenue', 'brand': ""Montana's""}"
908,49.168251,-122.6675528,2019-12-20T09:33:37.000-08:00,restaurant,the barley merchant,"{'addr:province': 'BC', 'website': 'www.thebarleymerchant.com', 'microbrewery': 'yes', 'air_conditioning': 'yes', 'cuisine': 'burger;sandwich;pizza;regional', 'addr:postcode': 'V1M3Y9', 'takeaway': 'yes', 'addr:unit': '101', 'addr:city': 'Langley', 'addr:housenumber': '20090', 'bar': 'yes', 'brewery': 'yes', 'name:en': 'The Barley Merchant', 'outdoor_seating': 'yes', 'addr:street': '91A Avenue'}"
909,49.2640395,-123.1801008,2019-10-28T15:41:35.000-07:00,restaurant,green leaf sushi,"{'addr:housenumber': '3416', 'website': 'https://www.facebook.com/GreenLeafSushi/?ref=page_internal', 'phone': '+1-604-568-9406', 'addr:street': 'West Broadway', 'addr:postcode': 'V6R 2B3', 'addr:city': 'Vancouver'}"
963,49.2762369,-122.8445501,2019-09-02T22:08:26.000-07:00,restaurant,namoo sushi,"{'addr:housenumber': '3003', 'website': 'http://www.namoosushi.com', 'phone': '+1-604-949-1017', 'opening_hours': 'Mo-Th 11:30-15:00,16:30-20:30; Fr-Sa 11:30-15:00,16:30-21:30', 'cuisine': 'sushi', 'addr:street': 'Saint Johns Street', 'addr:unit': '101'}"
980,49.2795471,-122.82931,2019-08-15T05:13:39.000-07:00,pub,romer's,"{'addr:housenumber': '7- 101', 'addr:street': 'Morrissey Road'}"
991,49.2539596,-122.7388737,2019-09-10T18:06:48.000-07:00,restaurant,swiss chalet,"{'brand:wikidata': 'Q2372909', 'cuisine': 'chicken', 'name:en': 'Swiss Chalet', 'brand': 'Swiss Chalet', 'brand:wikipedia': 'en:Swiss Chalet'}"
993,49.2540332,-122.7388698,2019-09-10T18:06:48.000-07:00,fast_food,mucho burrito,"{'brand:wikidata': 'Q65148332', 'cuisine': 'mexican', 'name:en': 'Mucho Burrito', 'takeaway': 'yes', 'brand': 'Mucho Burrito'}"
994,49.2548653,-122.7354267,2019-09-23T20:16:20.000-07:00,fast_food,mcdonald's,"{'brand:wikidata': 'Q38076', 'brand:wikipedia': ""en:McDonald's"", 'cuisine': 'burger', 'name:en': ""McDonald's"", 'takeaway': 'yes', 'brand': ""McDonald's""}"
995,49.2578328,-122.745482,2020-04-17T00:54:38.000-07:00,restaurant,orrange kitchen + bar,"{'addr:housenumber': '1125', 'addr:street': 'Nicola Avenue', 'addr:unit': '111', 'addr:city': 'Port Coquitlam'}"
997,49.254477,-122.7379049,2020-04-05T23:19:55.000-07:00,restaurant,pho 51,"{'addr:province': 'BC', 'addr:housenumber': '2160', 'phone': '+1-604-944-8880', 'cuisine': 'vietnamese', 'name:en': 'Pho 51', 'addr:street': 'Hawkins Street', 'addr:postcode': 'V3B 0G0', 'addr:city': 'Port Coquitlam'}"
998,49.2541361,-122.7388679,2019-09-10T18:06:48.000-07:00,fast_food,five guys,"{'brand:wikidata': 'Q1131810', 'official_name': 'Five Guys Burgers and Fries', 'phone': '+1-604-472-9700', 'brand:wikipedia': 'en:Five Guys', 'cuisine': 'burger', 'name:en': 'Five Guys', 'takeaway': 'yes', 'brand': 'Five Guys'}"
999,49.2544914,-122.7381621,2019-09-10T18:06:48.000-07:00,fast_food,subway,"{'brand:wikidata': 'Q244457', 'brand:wikipedia': 'en:Subway (restaurant)', 'cuisine': 'sandwich', 'name:en': 'Subway', 'takeaway': 'yes', 'brand': 'Subway'}"
1000,49.2543347,-122.737988,2019-09-10T18:06:48.000-07:00,cafe,starbucks,"{'brand:wikidata': 'Q37158', 'official_name': 'Starbucks Coffee', 'internet_access': 'wlan', 'brand:wikipedia': 'en:Starbucks', 'cuisine': 'coffee_shop', 'name:en': 'Starbucks', 'takeaway': 'yes', 'brand': 'Starbucks'}"
1001,49.2580763,-122.7458786,2016-11-21T22:26:12.000-08:00,restaurant,pho toan thang,"{'cuisine': 'vietnamese', 'name:en': 'Pho Toan Thang'}"
1002,49.257451,-122.7437942,2019-09-10T18:06:48.000-07:00,cafe,tim hortons,"{'brand:wikidata': 'Q175106', 'brand:wikipedia': 'en:Tim Hortons', 'cuisine': 'coffee_shop', 'name:en': 'Tim Hortons', 'takeaway': 'yes', 'brand': 'Tim Hortons'}"
1014,49.1152983,-122.6790538,2019-09-02T17:44:42.000-07:00,restaurant,sushi mori,"{'website': 'https://www.langleysushimori.com/', 'air_conditioning': 'yes', 'cuisine': 'japanese', 'takeaway': 'yes', 'addr:unit': '160', 'addr:city': 'Langley', 'addr:housenumber': '19653', 'phone': '+1-604-510-1538', 'smoking': 'no', 'opening_hours': 'Su-We 11:30-22:30; Th-Sa 11:30-23:00', 'outdoor_seating': 'no', 'addr:street': 'Willowbrook Drive'}"
1019,49.1437425,-122.7994953,2016-11-24T01:49:12.000-08:00,restaurant,creekside grill,"{'cuisine': 'american', 'addr:housenumber': '7778', 'addr:street': '152 Street'}"
1024,49.3266192,-123.1380363,2018-02-02T14:16:23.000-08:00,restaurant,trattoria,"{'addr:housenumber': '757', 'phone': '+1-604-424-8777', 'cuisine': 'italian', 'outdoor_seating': 'yes', 'addr:street': 'Main Street', 'addr:city': 'West Vancouver'}"
1030,49.1409171,-122.6009339,2016-09-22T03:34:08.000-07:00,restaurant,the cafe,{}
1031,49.1399686,-122.6001998,2016-09-22T03:34:08.000-07:00,fast_food,the lower cafe,{}
1077,49.1758794,-122.8907911,2020-01-08T07:05:26.000-08:00,restaurant,mirch masala,"{'addr:housenumber': '9545', 'website': 'http://mirchmasaladelta.ca/', 'phone': '+1-604-588-7795', 'opening_hours': 'Mo-Th, Su 11:30-22:30; Fr, Sa 11:30-23:00', 'cuisine': 'indian', 'addr:street': 'Scott Road'}"
1078,49.1764733,-122.8896127,2020-01-05T06:53:45.000-08:00,restaurant,mehfil india restaurant,"{'opening_hours': 'Su-Th 11:30-22:00; Fr-Sa 11:30-22:30', 'cuisine': 'indian', 'addr:housenumber': '9570', 'addr:street': 'Scott Road', 'phone': '+1-604-587-3200'}"
1079,49.1497112,-122.8645797,2019-09-13T13:56:59.000-07:00,restaurant,maharaja sweets and restaurant,"{'addr:housenumber': '8148', 'smoking': 'no', 'cuisine': 'indian', 'addr:street': '128 Street', 'addr:unit': '407', 'addr:city': 'Surrey'}"
1089,49.1911509,-122.8066783,2020-01-06T05:48:30.000-08:00,restaurant,sabai thai restaurant,"{'wheelchair': 'yes', 'addr:housenumber': '10391', 'website': 'https://www.sabaithaicuisine.ca/', 'phone': '+1-604-588-9819', 'smoking': 'no', 'opening_hours': 'Mo-Fr 11:30-14:00,17:00-21:00; Sa 17:00-21:00', 'cuisine': 'thai', 'addr:street': '150 Street', 'addr:postcode': 'V3R 7C1', 'addr:city': 'Surrey'}"
1090,49.1863982,-122.8444496,2017-01-27T06:22:26.000-08:00,restaurant,fresgo inn,"{'addr:housenumber': '10102', 'website': 'http://www.fresgorestaurant.com/', 'phone': '+1-604-588-0878', 'opening_hours': 'Mo-Th 08:00-22:00; Fr-Sa 08:00-23:00; Su 09:00-22:00', 'cuisine': 'american', 'name:en': 'Fresgo Inn Restaurant', 'addr:street': 'King George Boulevard'}"
1091,49.1876113,-122.8435939,2017-01-27T06:25:19.000-08:00,restaurant,nahm thai bistro,"{'addr:housenumber': '13650', 'website': 'http://www.nahm.ca/', 'phone': '+1-604-930-8833', 'opening_hours': 'Mo-Sa 11:00-21:15', 'cuisine': 'thai', 'addr:street': '102 Avenue', 'addr:unit': '102'}"
1093,49.1781171,-123.1356008,2018-11-07T16:53:31.000-08:00,restaurant,sun sui wah seafood restaurant,"{'cuisine': 'chinese', 'addr:housenumber': '4940', 'addr:street': 'Number 3 Road', 'phone': '+1-604-273-8208', 'addr:unit': '102'}"
1096,49.2567827,-123.184916,2019-08-29T19:07:45.000-07:00,fast_food,dairy queen,"{'brand:wikidata': 'Q1141226', 'brand:wikipedia': 'en:Dairy Queen', 'opening_hours': 'Mo-Su 10:30-22:00', 'cuisine': 'ice_cream;burger', 'name:en': 'Dairy Queen', 'takeaway': 'yes', 'brand': 'Dairy Queen'}"
1097,49.2254234,-123.0655278,2018-10-26T20:30:46.000-07:00,restaurant,victoria restaurant,"{'opening_hours': 'Tu-Su 08:00-18:00; Mo 08:00-14:00', 'addr:housenumber': '6482', 'name:en': 'Victoria Restaurant', 'addr:street': 'Victoria Drive', 'phone': '+1-604-325-2412'}"
1098,49.171823,-122.6674842,2019-06-07T13:28:04.000-07:00,fast_food,quiznos,"{'brand:wikidata': 'Q1936229', 'brand:wikipedia': 'en:Quiznos', 'cuisine': 'sandwich', 'name:en': 'Quiznos Subs', 'takeaway': 'yes', 'brand': 'Quiznos'}"
1248,49.1723013,-122.6674779,2017-11-09T20:59:54.000-08:00,restaurant,fork n chopstick,{'name:en': 'Fork N Chopstick'}
1249,49.3264468,-123.1204257,2016-09-26T18:59:57.000-07:00,fast_food,panago,{'name:en': 'Panago'}
1250,49.2880008,-123.1403568,2019-09-13T13:56:59.000-07:00,restaurant,rio brazilian steakhouse,"{'addr:housenumber': '1122', 'addr:street': 'Denman Street', 'addr:city': 'Vancouver'}"
1251,49.28903,-123.1313276,2016-09-26T20:03:55.000-07:00,restaurant,cinch grill italian,{'name:en': 'Cinch Grill Italian'}
1252,49.29089,-123.1342671,2019-08-29T18:02:26.000-07:00,fast_food,subway,"{'brand:wikidata': 'Q244457', 'brand:wikipedia': 'en:Subway (restaurant)', 'cuisine': 'sandwich', 'name:en': 'Subway', 'takeaway': 'yes', 'brand': 'Subway'}"
1253,49.1654069,-122.6633306,2017-02-22T01:39:22.000-08:00,pub,browns social house,"{'addr:housenumber': '20159', 'name:en': 'Browns Social House', 'addr:street': '88 Avenue'}"
1254,49.1659998,-122.6645407,2019-08-24T15:24:21.000-07:00,fast_food,booster juice,"{'brand:wikidata': 'Q4943796', 'brand:wikipedia': 'en:Booster Juice', 'cuisine': 'juice', 'name:en': 'Booster Juice', 'takeaway': 'yes', 'brand': 'Booster Juice'}"
1259,49.2081902,-123.1401346,2012-02-27T23:58:12.000-08:00,fast_food,freshslice,{'cuisine': 'pizza'}
1260,49.208235,-123.1401305,2012-04-14T07:23:46.000-07:00,fast_food,donair spot,{'cuisine': 'donair'}
1273,49.2077342,-122.9309659,2012-02-18T18:40:07.000-08:00,pub,the thirsty duck,"{'addr:housenumber': '606', 'addr:street': '12th Street'}"
1278,49.1238349,-123.1858147,2019-09-13T13:56:49.000-07:00,restaurant,the crab king restaurant,"{'addr:housenumber': '3540', 'addr:street': 'Bayview Street', 'addr:city': 'Richmond'}"
1283,49.2290279,-122.9989508,2020-04-03T19:50:34.000-07:00,cafe,mr. mustache tea & dessert,"{'website': 'http://wee.cafejoie.com', 'internet_access': 'yes', 'internet_access:fee': 'yes', 'cuisine': 'tea;dessert;espresso', 'addr:unit': '110', 'addr:city': 'Burnaby', 'addr:housenumber': '6125', 'internet_access:ssid': 'Mustache-guest', 'opening_hours': 'Su-Fr 09:00-23:00; Sa 10:00-23:00', 'name:en': 'Mr. Mustache Tea & Dessert', 'outdoor_seating': 'yes', 'addr:street': 'Sussex Avenue'}"
1306,49.2257507,-123.0659387,2019-09-13T13:57:02.000-07:00,restaurant,pho thai son restaurant,"{'addr:housenumber': '6471', 'addr:street': 'Victoria Drive', 'addr:city': 'Vancouver'}"
1307,49.2258678,-123.0661456,2019-09-13T13:57:02.000-07:00,restaurant,on may chinese restaurant,"{'addr:housenumber': '6443', 'addr:street': 'Victoria Drive', 'addr:city': 'Vancouver'}"
1308,49.2318583,-123.0653897,2019-09-13T13:57:02.000-07:00,restaurant,kim phung restaurant,"{'addr:housenumber': '5764', 'addr:street': 'Victoria Drive', 'addr:city': 'Vancouver'}"
1309,49.2312042,-123.0657754,2019-09-13T13:57:02.000-07:00,fast_food,freshslice pizza,"{'addr:housenumber': '5845', 'addr:street': 'Victoria Drive', 'addr:city': 'Vancouver'}"
1310,49.2320722,-123.065753,2019-09-13T13:57:02.000-07:00,restaurant,mk chop chop bbq house,"{'addr:housenumber': '5755', 'addr:street': 'Victoria Drive', 'addr:city': 'Vancouver'}"
